免费公告,#genre#
昆仑强者(80集),https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4
都市药王医仙（61集）,https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4
功夫医圣（80集）,https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云（50集）,https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九境霸主（113集）,https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
庄少得罪妻难逃,https://vd4.bdstatic.com/mda-pidasrh5mj9ikfaf/sc/cae_h264/1694741687600700555/mda-pidasrh5mj9ikfaf.mp4
公主大人请赎罪,https://vd4.bdstatic.com/mda-pidaps9q6cr1f6yj/sc/cae_h264/1694741205249538787/mda-pidaps9q6cr1f6yj.mp4
逆袭1990 , https://vd3.bdstatic.com/mda-pic27fqea6gxshu3/sc/cae_h264/1694576577838370273/mda-pic27fqea6gxshu3.mp4
总裁老公身边的真假千金, https://vd4.bdstatic.com/mda-piaru4rz4ea5d3jr/sc/cae_h264/1694527130409630365/mda-piaru4rz4ea5d3jr.mp4
豪门战尊,https://vd4.bdstatic.com/mda-pi947rkiaa76hy2m/sc/cae_h264/1694346919481540355/mda-pi947rkiaa76hy2m.mp4
易容总裁前妻后悔了,https://vd3.bdstatic.com/mda-pi8hhip3c0gwjs8v/sc/cae_h264/1694291223790904476/mda-pi8hhip3c0gwjs8v.mp4
顶级豪门太子爷,https://vd3.bdstatic.com/mda-pi8hhbg56uhtbkxt/sc/cae_h264/1694293569901543683/mda-pi8hhbg56uhtbkxt.mp4
我的老婆是特工,https://vd3.bds 
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
无间道3:终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
大话西游至尊宝,http://nas.dylove.xyz:35455/yy/1382736910
美国队长史蒂夫,http://nas.dylove.xyz:35455/yy/1382736813
变形金刚,http://nas.dylove.xyz:35455/yy/1382736803
赛车,http://cfss.cc/cdn/hy/11279247.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
龙在边缘,https://m1.taopianplay1.com:43333/c56b1bc09da3/HD/2022-11-12/1/f4a7dc4b3b04/7e8e1ab30eba/playlist.m3u8
龙在江湖1986,https://m3u8.hmrvideo.com/play/327331b5b36d41e39c49839c1e8dad4a.m3u8
龙在江湖,https://vod.lyhuicheng.com/jqp/Hc2zPWIa/index.m3u8
星光視界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
亮剑,http://cdn.jdshipin.com:8880/huya.php?id=30080238 
活佛济公,http://cdn.jdshipin.com:8880/huya.php?id=11342400
梦华录,http://cdn.jdshipin.com:8880/huya.php?id=11336590 
繁花,http://cdn.jdshipin.com:8880/huya.php?id=21059580 
笑傲江湖,http://cdn.jdshipin.com:8880/huya.php?id=23865142 
使徒行者,http://cdn.jdshipin.com:8880/huya.php?id=23734256 
洗冤录,http://cdn.jdshipin.com:8880/huya.php?id=23903130 
延禧攻略,http://cdn.jdshipin.com:8880/huya.php?id=26355864 
民兵葛二蛋,http://cdn.jdshipin.com:8880/huya.php?id=11602072 
开端,http://cdn.jdshipin.com:8880/huya.php?id=11342397 
铁道游击队,http://cdn.jdshipin.com:8880/huya.php?id=11352936 
勇敢的心,http://cdn.jdshipin.com:8880/huya.php?id=11602037 
鉴证实录,http://cdn.jdshipin.com:8880/huya.php?id=23903183 
西游记（TVB版）,http://cdn.jdshipin.com:8880/huya.php?id=23728660 
康熙微服私访记,http://cdn.jdshipin.com:8880/huya.php?id=11342418 
楚汉骄雄,http://cdn.jdshipin.com:8880/huya.php?id=23740156 
小李飞刀（焦恩俊版）,http://cdn.jdshipin.com:8880/huya.php?id=11342397 
御赐小仵作,http://cdn.jdshipin.com:8880/huya.php?id=11352948 
笑看风云,http://cdn.jdshipin.com:8880/huya.php?id=23865058 
新水浒传,http://cdn.jdshipin.com:8880/huya.php?id=11342384 
神雕侠侣,http://cdn.jdshipin.com:8880/huya.php?id=23865171 
康熙王朝,http://cdn.jdshipin.com:8880/huya.php?id=11352940 
雍正王朝,http://cdn.jdshipin.com:8880/huya.php?id=11342439 
陆小凤,http://cdn.jdshipin.com:8880/huya.php?id=29808803 
爱情公寓,http://cdn.jdshipin.com:8880/huya.php?id=11336726 
三国演义（94版）,http://cdn.jdshipin.com:8880/huya.php?id=11602081 
新三国演义,http://cdn.jdshipin.com:8880/huya.php?id=11352944 
武林外传,http://cdn.jdshipin.com:8880/huya.php?id=21059598 
刑事侦缉档案,http://cdn.jdshipin.com:8880/huya.php?id=23734169 
芈月传,http://cdn.jdshipin.com:8880/huya.php?id=11352975 
一代枭雄,http://cdn.jdshipin.com:8880/huya.php?id=11342398 
如懿传,http://cdn.jdshipin.com:8880/huya.php?id=29465880 
陀枪师姐,http://cdn.jdshipin.com:8880/huya.php?id=23860039 
问心,http://cdn.jdshipin.com:8880/huya.php?id=11352890
风云雄霸天下,http://cdn.jdshipin.com:8880/huya.php?id=21059612 
全职高手,http://cdn.jdshipin.com:8880/huya.php?id=11352901 
炊事班的故事3,http://cdn.jdshipin.com:8880/huya.php?id=19524135 
地下交通站,http://cdn.jdshipin.com:8880/huya.php?id=11342433 
医馆笑传,http://cdn.jdshipin.com:8880/huya.php?id=11352891 
杨光的快乐生活,http://cdn.jdshipin.com:8880/huya.php?id=11602085 
陈情令,http://cdn.jdshipin.com:8880/huya.php?id=29465862 
神医喜来乐,http://cdn.jdshipin.com:8880/huya.php?id=11601978 
邻里一家亲,http://cdn.jdshipin.com:8880/huya.php?id=11342426 
大宋提刑官,http://cdn.jdshipin.com:8880/huya.php?id=26355856 
鹊刀门传奇,http://cdn.jdshipin.com:8880/huya.php?id=29805872 
陈翔六点半,http://cdn.jdshipin.com:8880/huya.php?id=11274154 
神探狄仁杰1,http://cdn.jdshipin.com:8880/huya.php?id=29528581 
白鹿原,http://cdn.jdshipin.com:8880/huya.php?id=11342416 
长相思,http://cdn.jdshipin.com:8880/huya.php?id=11336593 
你是我的荣耀,http://cdn.jdshipin.com:8880/huya.php?id=11352920 
庆余年,http://cdn.jdshipin.com:8880/huya.php?id=11352960 
铁齿铜牙纪晓岚,http://cdn.jdshipin.com:8880/huya.php?id=11342396 
士兵突击,http://cdn.jdshipin.com:8880/huya.php?id=11342430 
我的团长我的团,http://cdn.jdshipin.com:8880/huya.php?id=11352910  
镖行天下,http://cdn.jdshipin.com:8880/huya.php?id=11352969 
雪中悍刀行,http://cdn.jdshipin.com:8880/huya.php?id=11336592 
寻秦记,http://cdn.jdshipin.com:8880/huya.php?id=23864973 
星汉灿烂·月生沧海,http://cdn.jdshipin.com:8880/huya.php?id=11336591 
将夜,http://cdn.jdshipin.com:8880/huya.php?id=11352885 
铁梨花,http://cdn.jdshipin.com:8880/huya.php?id=11352912 
天龙八部,http://cdn.jdshipin.com:8880/huya.php?id=23903123 
父母爱情,http://cdn.jdshipin.com:8880/huya.php?id=11602071 
大染坊,http://cdn.jdshipin.com:8880/huya.php?id=11602086 
康熙微服私访记,http://zby.xjqxz.top/kxwfxhj/live.m3u8

港澳台限,#genre#
Plus综合频限,https://ali.hlspull.yximgs.com/live/fdaf489fc7cdfa2046a4ca078e6eb47d.flv
pₒₚc电影频限,https://ali.hlspull.yximgs.com/live/5d876c2fdd1463af16004d98b0005afd.flv
now新闻频限,https://ali.hlspull.yximgs.com/live/1b823af9edc9753c4f1a5d4aade634a0.flv
有线新闻频限,https://ali.hlspull.yximgs.com/live/309835a2911db749f3d147a9e2ab661d.flv
无线新闻频限,https://ali.hlspull.yximgs.com/live/96586ecb464befae77afebc500058d14.flv
无线翡翠频限,https://ali.hlspull.yximgs.com/live/9ccc4b82fa04eb43a2b3b1b6322632e4.flv
无线明珠频限,https://ali.hlspull.yximgs.com/live/bbb2e1b04a01db993dd864a803322693.flv
无线娱乐频限,https://ali.hlspull.yximgs.com/live/00f6f994520a070af8a76d27c6696b05.flv
无线娱乐频限,https://ali.hlspull.yximgs.com/live/7b1febdc4b44b255df0b3f48e83e9063.flv
无线星河频限,https://ali.hlspull.yximgs.com/live/be93320f71f297da5246a17647d43e03.flv
黄金翡翠频限,https://ali.hlspull.yximgs.com/live/e1bfd8d5422297eff23f1a3af3ca883f.flv
黄金华剧频限,https://ali.hlspull.yximgs.com/live/9e935a425b3024736ff4541d4d60c986.flv
无线千禧频限,https://ali.hlspull.yximgs.com/live/44626e9d725ac5762af493baec22bb64.flv
无线戏曲频限,https://ali.hlspull.yximgs.com/live/041c1508dc8ff3c1910b83966918dcdf.flv
无线粤片频限,https://ali.hlspull.yximgs.com/live/ff5f0a45b5af2bff7abc7200c76c58f2.flv
无线亚剧频限,https://ali.hlspull.yximgs.com/live/43d5cdf6baeb2afb4c8a7bf2e6e6938d.flv
无线华剧频限,https://ali.hlspull.yximgs.com/live/15c235d7b96b063d0f1684d60cd6282d.flv
无线赛马频限,https://ali.hlspull.yximgs.com/live/f33bb707f052e81e4ba132e6e2c6768f.flv
有线赛马频限,https://ali.hlspull.yximgs.com/live/9d2127fc654de1eb567916b495b03066.flv
有线赛讯频限,https://ali.hlspull.yximgs.com/live/3426ed85275fa0e4ac72b8073608bce8.flv
有线综合频限,https://ali.hlspull.yximgs.com/live/a832eb69ec9895eb39746e33a5f1f880.flv
美亚电影频国,https://ali.hlspull.yximgs.com/live/ff930ba6c8b80e319ba98912f6fa6548.flv
创世电视频限,https://ali.hlspull.yximgs.com/live/9aeea48ad2bb86f62a2a18919c499315.flv
港台电视31限,https://ali.hlspull.yximgs.com/live/887427779c354e3cbbbc4154891590e7.flv
港台电视32限,https://ali.hlspull.yximgs.com/live/ccc0071e047a8000be6affd2da4d9d83.flv
now财经频限,https://ali.hlspull.yximgs.com/live/f6bb7e45437f645123a2d62a10f8bb1f.flv
TVN韩综频限,https://ali.hlspull.yximgs.com/live/8d6e133d675fa824c6d43a64d9034a9e.flv
KIX_韩综频限,https://ali.hlspull.yximgs.com/live/84556546b22224555c7c80ce9ed9d3cd.flv
thrIll电影频限,https://ali.hlspull.yximgs.com/live/89718b9e77908a90c0f89f7bb5f59086.flv
AXN电影频限,https://ali.hlspull.yximgs.com/live/115acdf27d380ed8ddd4822b76a59e45.flv
野生地理频限,https://ali.hlspull.yximgs.com/live/7bad82651628eaed35945329ee400adb.flv
湾区频道,#genre#
凤凰中文[HD],http://171.104.192.21:8181/tsfile/live/1001_1.m3u8
凤凰资讯[HD],http://171.104.192.21:8181/tsfile/live/1000_1.m3u8
凤凰香港[HD],http://171.104.192.21:8181/tsfile/live/1002_1.m3u8
动作电影[HD],http://171.104.192.21:8181/tsfile/live/1063_1.m3u8
家庭影院[HD],http://171.104.192.21:8181/tsfile/live/1062_1.m3u8
影迷电影[HD],http://171.104.192.21:8181/tsfile/live/1064_1.m3u8
无线星河_MD,http://171.104.192.21:8181/tsfile/live/1071_1.m3u8
天映经典_MD,http://171.104.192.21:8181/tsfile/live/1060_1.m3u8

港澳台,#genre#

凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
凤凰中文,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://kxrj.site:1258/69986p/fh.php?id=fhzw
凤凰香港,http://kxrj.site:1258/69986p/fh.php?id=fhhk
凤凰资讯,http://kxrj.site:1258/69986p/fh.php?id=fhzx
凤凰资讯,https://ali.hlspull.yximgs.com/live/diyp_fh1.flv
凤凰中文,https://ali.hlspull.yximgs.com/live/diyp_fh2.flv
凤凰香港,https://ali.hlspull.yximgs.com/live/diyp_fh3.flv
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
Now爆谷,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193

无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
NHK新闻英,http://61.221.215.25:8800/hls/51/index.m3u8
龍祥电影,http://ali.hlspull.yximgs.com/live/62cde5be2b387b5d597a671c341e31a5.flv

凤凰资讯,http://ali.hlspull.yximgs.com/live/8d92016e9a791ff8f0d9f1a48e75a7c8.flv
凤凰中文,http://ali.hlspull.yximgs.com/live/e85ae002c9ae52e93c3c7f85e143b5cb.flv
凤凰香港,http://ali.hlspull.yximgs.com/live/820c9a3c59d8784e65008c4b35312ffa.flv
星空,http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv
TVB 无线新闻台,http://ali.hlspull.yximgs.com/live/d2331250dd26e1f49447324dcd5b7c68.flv
TVB 亚洲剧台,http://ali.hlspull.yximgs.com/live/f9ceddf2f6a10e46941498e22ac32d0c.flv
TVB 娱乐新闻台,http://ali.hlspull.yximgs.com/live/6425965d63a08c85ca806bfcc8c75cf4.flv
J2,http://ali.hlspull.yximgs.com/live/20200da7059a0e48422514d60f64211a.flv
TVB 明珠台,http://ali.hlspull.yximgs.com/live/74479feaf11475ffda3b4e4bea3823ad.flv
TVB 华语剧台,http://ali.hlspull.yximgs.com/live/216a2d2deadf454ec6253cb550157f15.flv
天映经典,http://ali.hlspull.yximgs.com/live/5b82da188c0217a6eded085cbed369c9.flv
香港卫视,http://ali.hlspull.yximgs.com/live/92ebd2b6ea20fab0e4b56fbb4ab8b5cb.flv
C18跑马,http://ali.hlspull.yximgs.com/live/5c1d9d7f5818a41adc44a46f57d2f17b.flv
美亚电影粤,http://ali.hlspull.yximgs.com/live/a5b1cad2ce82d2ce99ca6662785446d1.flv
龍祥电影,http://ali.hlspull.yximgs.com/live/62cde5be2b387b5d597a671c341e31a5.flv
AXN,http://ali.hlspull.yximgs.com/live/10f38a772f10cd602f203c2704c5301e.flv
霹雳台湾,http://ali.hlspull.yximgs.com/live/8e6de079ff3f8402c2396fe848c62a02.flv
壹新闻 HD,http://ali.hlspull.yximgs.com/live/7c69a997402ff8b33fa5b7b9b9bd072a.flv
年代新闻,http://ali.hlspull.yximgs.com/live/23efa1a517301ec1030b8e43d7f73724.flv
年代,http://ali.hlspull.yximgs.com/live/0a84d414be3b4653bdb55a4ddb30c21d.flv
三立台湾台,http://ali.hlspull.yximgs.com/live/6c54ea45c1df30a5073de2d9825e1fa9.flv
纬来戏剧,http://ali.hlspull.yximgs.com/live/f8863f9299f02ba05b5e21063d04115c.flv
纬来日本,http://ali.hlspull.yximgs.com/live/bfb4914cbc7424fcc00b9d2fb14f1fa8.flv
动物星球,http://ali.hlspull.yximgs.com/live/kqO9ne37zu3u70JZR2tEExA4GN9n6WHF.flv
东森幼幼,http://ali.hlspull.yximgs.com/live/e5465dcf10ee934925ba7ac335682d24.flv
东森电影,http://ali.hlspull.yximgs.com/live/4df7ad1ab9d3a3cf9053d3134f190ff6.flv
东森洋片,http://ali.hlspull.yximgs.com/live/2d010027189a2bb351babe3520b47514.flv
东森戏剧,http://ali.hlspull.yximgs.com/live/25874afe944f1b6315549db1cbc0f5e6.flv
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影台,https://iptv.vip-tptv.xyz/tv.php?id=1
台视,http://wanjiatv.net/tv/4g66.php?p=3
翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB J1,http://cdn3.132.us.kg/live/j1/stream.m3u8
TVB PLUS,http://cdn.132.us.kg/live/tvbp/stream.m3u8
无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
无线翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
无线翡翠,http://cdn2.1689.us.kg/live/?id=gdfct
无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8
HOY TV,http://cdn.132.us.kg/live/hoy/stream.m3u8
澳视澳门,http://cdn.132.us.kg/live/asam/stream.m3u8
澳视卫星,http://cdn.132.us.kg/live/as/stream.m3u8
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
重温经典,http://cdn3.132.us.kg/live/cwjd/stream.m3u8

港澳频道,#genre#
Plus即时频道,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
广东珠江频道,http://14.112.86.85:4022/udp/239.77.0.1:5146
广东新闻频道,http://14.112.86.85:4022/udp/239.77.0.173:5146
广东民生频道,http://14.112.86.85:4022/udp/239.77.0.225:5146
广东体育频道,http://14.112.86.85:4022/udp/239.77.0.112:5146
广东体育频道,http://14.112.86.85:4022/udp/239.77.0.168:5146
广东影视频道,http://14.112.86.85:4022/udp/239.77.0.217:5146
广东珠江频道,http://125.90.252.38:4022/udp/239.77.0.1:5146
广东新闻频道,http://125.90.252.38:4022/udp/239.77.0.173:5146
广东民生频道,http://125.90.252.38:4022/udp/239.77.0.225:5146
广东体育频道,http://125.90.252.38:4022/udp/239.77.0.112:5146
广东影视频道,http://125.90.252.38:4022/udp/239.77.0.217:5146
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
无线新闻频道,http://php.jdshipin.com/smt.php?id=inews_twn
无线翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线直播频道,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist_w10.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线生活频道,https://tv.mytvsuper.xyz/tvb/shenghuo/stream.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/shenghuo/stream.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河频国,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8
无线星河频国,http://205.185.123.236:8899/tvb/xinghe/xinghe.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频道,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
无线星河频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典频道,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
千禧经典频道,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
千禧经典频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
Now爆谷频道,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
Now星影频道,http://205.185.123.236:8899/1/xingyingtai/xingying.m3u8
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
天映频道马国,http://205.185.123.236:8899/astro/tianying/tianying.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
动作电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
影迷电影频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
RTHK-31频陆,p3p://108.181.32.169:58234/64101f330006ab429853d45f7940453b
RTHK-32频陆,p3p://108.181.32.169:58234/641020b00001b8599859a360613572d7
RTHK-33频道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
澳视澳门频道,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
